"time"	"cell.id"	"boundary"	"b"	"b2"	"time"
50	27	1163.127001	4	27.2678762	50
50	28	1163.127001	3	30.25613661	50
50	29	1163.127001	2	9.01814301	50
50	30	1163.127001	3	31.32337247	50
50	31	1163.127001	1	7.310565635	50
50	32	1163.127001	2	33.3511206	50
50	33	1163.127001	5	37.0864461	50
50	34	1163.127001	5	30.94983991	50
50	35	1163.127001	1	7.310565635	50
50	36	1163.127001	3	14.08751334	50
50	37	1163.127001	4	34.15154749	50
50	38	1163.127001	3	15.47491996	50
50	39	1163.127001	2	11.84631804	50
50	40	1163.127001	3	16.54215582	50
50	41	1163.127001	4	35.75240128	50
50	42	1163.127001	4	35.21878335	50
50	43	1163.127001	2	18.35645678	50
50	44	1163.127001	3	24.33297759	50
50	45	1163.127001	3	21.07790822	50
50	46	1163.127001	2	21.50480256	50
50	47	1163.127001	4	39.75453575	50
50	48	1163.127001	2	19.90394877	50
50	49	1163.127001	3	32.01707577	50
50	50	1163.127001	3	24.70651014	50
50	51	1163.127001	2	5.763073639	50
50	52	1163.127001	1	12.16648879	50
50	53	1163.127001	2	25.7203842	50
50	54	1163.127001	3	5.336179296	50
50	55	1163.127001	4	30.09605123	50
50	56	1163.127001	4	18.24973319	50
50	57	1163.127001	3	28.70864461	50
50	58	1163.127001	2	24.59978655	50
50	59	1163.127001	3	24.43970117	50
50	60	1163.127001	2	15.1547492	50
50	61	1163.127001	5	44.7171825	50
50	62	1163.127001	4	27.85485592	50
50	63	1163.127001	0	0	50
50	64	1163.127001	4	45.78441836	50
50	65	1163.127001	3	17.12913554	50
50	66	1163.127001	1	10.88580576	50
50	67	1163.127001	3	29.45570971	50
50	68	1163.127001	4	25.61366062	50
50	69	1163.127001	3	11.57950907	50
50	70	1163.127001	4	25.773746	50
50	71	1163.127001	2	11.95304162	50
50	72	1163.127001	2	7.097118463	50
50	73	1163.127001	4	21.34471718	50
50	74	1163.127001	1	7.790821772	50
50	75	1163.127001	4	48.13233725	50
50	76	1163.127001	1	9.551760939	50
50	77	1163.127001	2	13.87406617	50
50	78	1163.127001	3	46.05122732	50
50	79	1163.127001	2	26.41408751	50
50	80	1163.127001	6	48.34578442	50
50	81	1163.127001	6	40.71504803	50
50	82	1163.127001	3	18.40981857	50
50	83	1163.127001	2	17.92956243	50
50	84	1163.127001	4	26.41408751	50
50	85	1163.127001	3	16.06189968	50
50	86	1163.127001	5	25.773746	50
50	87	1163.127001	3	34.89861259	50
50	88	1163.127001	5	32.07043757	50
50	89	1163.127001	2	16.11526147	50
50	90	1163.127001	4	28.22838847	50
50	91	1163.127001	3	21.45144077	50
50	92	1163.127001	5	41.51547492	50
50	93	1163.127001	2	17.82283885	50
50	94	1163.127001	3	19.31696905	50
50	95	1163.127001	2	24.2796158	50
50	96	1163.127001	3	17.76947705	50
50	97	1163.127001	3	9.178228388	50
50	98	1163.127001	2	23.42582711	50
50	99	1163.127001	2	23.05229456	50
50	100	1163.127001	6	39.11419424	50

60	1	1114.727855	4	30.3094984	60
60	2	1114.727855	3	20.11739594	60
60	3	1114.727855	4	30.78975454	60
60	4	1114.727855	5	13.55389541	60
60	5	1114.727855	2	11.52614728	60
60	6	1114.727855	2	16.6488794	60
60	7	1114.727855	4	29.93596585	60
60	8	1114.727855	4	37.78014941	60
60	9	1114.727855	3	11.20597652	60
60	10	1114.727855	3	16.59551761	60
60	11	1114.727855	3	28.60192102	60
60	12	1114.727855	2	7.470651014	60
60	13	1114.727855	4	23.95944504	60
60	14	1114.727855	3	23.85272145	60
60	15	1114.727855	3	21.34471718	60
60	16	1114.727855	0	0	60
60	17	1114.727855	4	42.95624333	60
60	18	1114.727855	2	25.08004269	60
60	19	1114.727855	5	42.04909285	60
60	20	1114.727855	4	29.77588047	60
60	21	1114.727855	4	31.43009605	60
60	22	1114.727855	0	0	60
60	23	1114.727855	3	20.27748132	60
60	24	1114.727855	1	7.203842049	60
60	25	1114.727855	4	36.81963714	60
60	26	1114.727855	2	11.73959445	60
60	27	1114.727855	4	25.93383138	60
60	28	1114.727855	3	26.62753469	60
60	29	1114.727855	2	9.658484525	60
60	30	1114.727855	3	32.28388474	60
60	31	1114.727855	1	5.923159018	60
60	32	1114.727855	2	30.14941302	60
60	33	1114.727855	6	34.95197439	60
60	34	1114.727855	4	34.0981857	60
60	35	1114.727855	1	7.5773746	60
60	36	1114.727855	3	13.76734258	60
60	37	1114.727855	4	32.01707577	60
60	38	1114.727855	3	14.67449306	60
60	39	1114.727855	2	9.498399146	60
60	40	1114.727855	2	17.50266809	60
60	41	1114.727855	4	29.61579509	60
60	42	1114.727855	4	35.53895411	60
60	43	1114.727855	2	17.02241195	60
60	44	1114.727855	3	24.59978655	60
60	45	1114.727855	3	20.01067236	60
60	46	1114.727855	2	18.35645678	60
60	47	1114.727855	4	34.79188901	60
60	48	1114.727855	2	20.59765208	60
60	49	1114.727855	2	25.34685165	60
60	50	1114.727855	3	23.15901814	60
60	51	1114.727855	2	6.883671291	60
60	52	1114.727855	1	13.76734258	60
60	53	1114.727855	2	25.29348986	60
60	54	1114.727855	2	3.895410886	60
60	55	1114.727855	4	29.29562433	60
60	56	1114.727855	5	15.42155816	60
60	57	1114.727855	3	27.80149413	60
60	58	1114.727855	2	23.15901814	60
60	59	1114.727855	3	24.65314835	60
60	60	1114.727855	2	8.057630736	60
60	61	1114.727855	5	43.32977588	60
60	62	1114.727855	4	26.78762006	60
60	63	1114.727855	0	0	60
60	64	1114.727855	4	42.52934899	60
60	65	1114.727855	4	16.6488794	60
60	66	1114.727855	1	10.45891142	60
60	67	1114.727855	3	28.7620064	60
60	68	1114.727855	4	24.43970117	60
60	69	1114.727855	2	12.37993597	60
60	70	1114.727855	4	23.95944504	60
60	71	1114.727855	2	9.765208111	60
60	72	1114.727855	2	9.071504803	60
60	73	1114.727855	2	15.63500534	60
60	74	1114.727855	1	9.338313767	60
60	75	1114.727855	4	42.68943436	60
60	76	1114.727855	1	11.57950907	60
60	77	1114.727855	2	12.70010672	60
60	78	1114.727855	3	39.54108858	60
60	79	1114.727855	2	25.773746	60
60	80	1114.727855	6	45.51760939	60
60	81	1114.727855	6	39.64781217	60
60	82	1114.727855	3	20.4375667	60
60	83	1114.727855	2	16.00853789	60
60	84	1114.727855	4	25.66702241	60
60	85	1114.727855	3	13.98078975	60
60	86	1114.727855	4	25.18676628	60
60	87	1114.727855	3	34.0981857	60
60	88	1114.727855	4	31.32337247	60
60	89	1114.727855	2	17.34258271	60
60	90	1114.727855	5	28.28175027	60
60	91	1114.727855	3	22.35859125	60
60	92	1114.727855	5	40.71504803	60
60	93	1114.727855	2	17.76947705	60
60	94	1114.727855	2	19.15688367	60
60	95	1114.727855	2	22.25186766	60
60	96	1114.727855	3	19.42369264	60
60	97	1114.727855	2	7.470651014	60
60	98	1114.727855	2	22.94557097	60
60	99	1114.727855	2	21.71824973	60
60	100	1114.727855	6	39.80789755	60

70	1	1068.996798	4	30.14941302	70
70	2	1068.996798	2	17.34258271	70
70	3	1068.996798	4	30.68303095	70
70	4	1068.996798	4	13.660619	70
70	5	1068.996798	2	10.99252935	70
70	6	1068.996798	2	15.84845251	70
70	7	1068.996798	4	25.98719317	70
70	8	1068.996798	4	35.96584845	70
70	9	1068.996798	3	12.75346852	70
70	10	1068.996798	2	14.62113127	70
