simID,time,cellID,cellType,x,y
0,0.0,0,0,5.138587963,6.3919021
0,0.0,1,0,2.882622516,7.958544772
0,0.0,2,0,8.585201841,7.519884824
0,0.0,3,0,7.081224876,8.083876186
0,0.0,4,0,9.58785315,6.955893462
0,0.0,5,0,5.577247911,3.634610998
0,0.0,6,0,8.459870427,3.00795393
0,0.0,7,0,9.023861789,4.073270946
0,0.0,8,0,6.705230635,9.901181685
0,0.0,9,0,6.329236393,3.571945291
0,0.0,10,0,7.331887703,9.462521737
0,0.0,11,0,9.337190323,7.331887703
0,0.0,12,0,6.078573566,9.337190323
0,0.0,13,0,4.699928015,3.947939533
0,0.0,14,0,3.697276705,3.885273826
0,0.0,15,0,9.775850271,6.642564928
0,0.0,16,0,6.329236393,4.762593722
0,0.0,17,0,6.3919021,7.958544772
0,0.0,18,0,4.574596601,7.018559169
0,0.0,19,0,9.086527496,4.574596601
0,0.0,20,0,5.953242152,3.822608119
0,0.0,21,0,4.449265187,9.963847392
0,0.0,22,0,6.579899221,5.639913618
0,0.0,23,0,6.767896341,10.21451022
0,0.0,24,0,3.697276705,5.577247911
0,0.0,25,0,5.075922256,6.329236393
0,0.0,26,0,5.013256549,4.449265187
0,0.0,27,0,6.266570687,4.825259429
0,0.0,28,0,9.086527496,7.269221996
0,0.0,29,0,7.833213358,3.133285343
0,0.0,30,0,7.081224876,2.255965447
0,0.0,31,0,9.963847392,5.075922256
0,0.0,32,0,8.146541893,5.075922256
0,0.0,33,0,8.021210479,5.013256549
0,0.0,34,0,6.767896341,3.070619636
0,0.0,35,0,7.20655629,7.833213358
0,0.0,36,0,2.945288223,7.20655629
0,0.0,37,0,7.39455341,7.331887703
0,0.0,38,0,4.574596601,5.702579325
0,0.0,39,0,6.893227755,8.459870427
0,0.0,40,0,3.947939533,3.509279584
0,0.0,41,0,3.133285343,7.143890583
0,0.0,42,0,3.634610998,8.271873306
0,0.0,43,0,4.950590842,9.086527496
0,0.0,44,0,7.20655629,6.20390498
